DATE,SYMBOLS,TYPE,Price Changes
2024-08-16 00:00:00.000,OSMO,Other Tokens,-18.429156284
2024-08-16 00:00:00.000,APT,APT,-12.835431014
2024-08-16 00:00:00.000,APT,APT,6.661823465
2024-08-16 00:00:00.000,MATIC,Other Tokens,6.177704049
2024-08-16 00:00:00.000,MATIC,Other Tokens,-24.83697389
2024-08-16 00:00:00.000,BNB,Other Tokens,-0.9084940971
2024-08-16 00:00:00.000,MATIC,Other Tokens,-5.585125773
2024-08-16 00:00:00.000,ARB,Other Tokens,5.091541825
2024-08-16 00:00:00.000,OP,Other Tokens,-26.645768025
2024-08-16 00:00:00.000,BNB,Other Tokens,1.503515793
2024-08-16 00:00:00.000,ETH,Other Tokens,-1.751394901e-14
2024-08-16 00:00:00.000,BNB,Other Tokens,5.296349193
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-3.228180444
2024-08-16 00:00:00.000,OP,Other Tokens,-29.72972973
2024-08-16 00:00:00.000,ATOM,Other Tokens,-2.791651802
2024-08-16 00:00:00.000,MATIC,Other Tokens,-1.674840728
2024-08-16 00:00:00.000,ATOM,Other Tokens,-27.959547888
2024-08-16 00:00:00.000,APT,APT,-12.230989957
2024-08-16 00:00:00.000,ETH,Other Tokens,-16.657030471
2024-08-16 00:00:00.000,ETH,Other Tokens,8.32364663
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-34.200240732
2024-08-16 00:00:00.000,WAVAX,Other Tokens,0
2024-08-16 00:00:00.000,ARB,Other Tokens,-7.05478819
2024-08-16 00:00:00.000,ATOM,Other Tokens,-9.295938748
2024-08-16 00:00:00.000,OSMO,Other Tokens,-34.603978181
2024-08-16 00:00:00.000,MATIC,Other Tokens,-21.646880674
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-2.256107361
2024-08-16 00:00:00.000,ATOM,Other Tokens,-18.108047186
2024-08-16 00:00:00.000,ARB,Other Tokens,-30.51302184
2024-08-16 00:00:00.000,NEAR,Other Tokens,8.797061524
2024-08-16 00:00:00.000,NEAR,Other Tokens,0.3812590019
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,SEI,Other Tokens,-21.813031161
2024-08-16 00:00:00.000,ETH,Other Tokens,-21.673576637
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-25.897100037
2024-08-16 00:00:00.000,SOL,Other Tokens,-6.960392756
2024-08-16 00:00:00.000,SEI,Other Tokens,-26.00536193
2024-08-16 00:00:00.000,MATIC,Other Tokens,-5.219944489
2024-08-16 00:00:00.000,MATIC,Other Tokens,-25.14017095
2024-08-16 00:00:00.000,MATIC,Other Tokens,-5.655884256
2024-08-16 00:00:00.000,OP,Other Tokens,-2.718260313
2024-08-16 00:00:00.000,OP,Other Tokens,-33.010350143
2024-08-16 00:00:00.000,OP,Other Tokens,-0.06570302234
2024-08-16 00:00:00.000,ARB,Other Tokens,-25.348186675
2024-08-16 00:00:00.000,SOL,Other Tokens,-19.659764434
2024-08-16 00:00:00.000,SOL,Other Tokens,0.09909195202
2024-08-16 00:00:00.000,APT,APT,14.408166446
2024-08-16 00:00:00.000,BNB,Other Tokens,-1.176897779
2024-08-16 00:00:00.000,MATIC,Other Tokens,-23.04971972
2024-08-16 00:00:00.000,ETH,Other Tokens,-22.051303605
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-3.15690997
2024-08-16 00:00:00.000,OP,Other Tokens,-25.110782866
2024-08-16 00:00:00.000,FLOW,Other Tokens,-3.82049315
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-32.20039019
2024-08-16 00:00:00.000,ARB,Other Tokens,-3.283082298
2024-08-16 00:00:00.000,OSMO,Other Tokens,-28.043685662
2024-08-16 00:00:00.000,FLOW,Other Tokens,1.086469913
2024-08-16 00:00:00.000,FLOW,Other Tokens,-2.708911737
2024-08-16 00:00:00.000,FLOW,Other Tokens,-3.789562669
2024-08-16 00:00:00.000,OSMO,Other Tokens,-6.948962925
2024-08-16 00:00:00.000,SOL,Other Tokens,-12.050880748
2024-08-16 00:00:00.000,SOL,Other Tokens,2.009696172e-14
2024-08-16 00:00:00.000,APT,APT,0.2868852459
2024-08-16 00:00:00.000,APT,APT,-5.350696235
2024-08-16 00:00:00.000,ETH,Other Tokens,-12.321708213
2024-08-16 00:00:00.000,ETH,Other Tokens,-1.405745855
2024-08-16 00:00:00.000,MATIC,Other Tokens,-25.905822936
2024-08-16 00:00:00.000,ARB,Other Tokens,-31.19298784
2024-08-16 00:00:00.000,ARB,Other Tokens,-16.773120307
2024-08-16 00:00:00.000,ATOM,Other Tokens,-11.562804284
2024-08-16 00:00:00.000,SOL,Other Tokens,-18.946445885
2024-08-16 00:00:00.000,SEI,Other Tokens,-21.142857143
2024-08-16 00:00:00.000,BNB,Other Tokens,-12.778966827
2024-08-16 00:00:00.000,ETH,Other Tokens,-25.205662679
2024-08-16 00:00:00.000,OP,Other Tokens,-26.379477251
2024-08-16 00:00:00.000,FLOW,Other Tokens,-20.545858437
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,BNB,Other Tokens,6.932854389
2024-08-16 00:00:00.000,BNB,Other Tokens,-8.403388575
2024-08-16 00:00:00.000,ETH,Other Tokens,-25.628134946
2024-08-16 00:00:00.000,BNB,Other Tokens,-9.410518787
2024-08-16 00:00:00.000,ATOM,Other Tokens,-23.905606367
2024-08-16 00:00:00.000,FLOW,Other Tokens,-17.203534885
2024-08-16 00:00:00.000,SOL,Other Tokens,-15.461578313
2024-08-16 00:00:00.000,SEI,Other Tokens,-17.117117117
2024-08-16 00:00:00.000,APT,APT,-9.174141664
2024-08-16 00:00:00.000,ETH,Other Tokens,-18.468173496
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-6.407740843
2024-08-16 00:00:00.000,OP,Other Tokens,-27.190043083
2024-08-16 00:00:00.000,SOL,Other Tokens,-5.095375771
2024-08-16 00:00:00.000,SEI,Other Tokens,2.985074627
2024-08-16 00:00:00.000,BNB,Other Tokens,-8.619011198
2024-08-16 00:00:00.000,BNB,Other Tokens,-11.27016083
2024-08-16 00:00:00.000,ETH,Other Tokens,-25.844214216
2024-08-16 00:00:00.000,OSMO,Other Tokens,-25.321534663
2024-08-16 00:00:00.000,ATOM,Other Tokens,-0.1740245466
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-27.547950917
2024-08-16 00:00:00.000,APT,APT,-16.994572592
2024-08-16 00:00:00.000,BNB,Other Tokens,1.060863983
2024-08-16 00:00:00.000,BNB,Other Tokens,14.769892894
2024-08-16 00:00:00.000,ETH,Other Tokens,6.024306294
2024-08-16 00:00:00.000,BNB,Other Tokens,-8.998312766
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-3.906697478
2024-08-16 00:00:00.000,ARB,Other Tokens,-6.41250778
2024-08-16 00:00:00.000,ARB,Other Tokens,6.82288108
2024-08-16 00:00:00.000,ARB,Other Tokens,-31.113785467
2024-08-16 00:00:00.000,ARB,Other Tokens,-25.07401939
2024-08-16 00:00:00.000,OSMO,Other Tokens,-23.756439888
2024-08-16 00:00:00.000,FLOW,Other Tokens,-4.528010589
2024-08-16 00:00:00.000,ATOM,Other Tokens,-6.885946177
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,SOL,Other Tokens,12.067343091
2024-08-16 00:00:00.000,APT,APT,-6.940482982
2024-08-16 00:00:00.000,APT,APT,-13.052232619
2024-08-16 00:00:00.000,SEI,Other Tokens,-9.210526316
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-28.401983724
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-19.756894049
2024-08-16 00:00:00.000,FLOW,Other Tokens,-2.543942162
2024-08-16 00:00:00.000,APT,APT,-1.595174263
2024-08-16 00:00:00.000,SEI,Other Tokens,2.985074627
2024-08-16 00:00:00.000,MATIC,Other Tokens,-16.125760569
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-6.078915872
2024-08-16 00:00:00.000,ATOM,Other Tokens,-13.766911939
2024-08-16 00:00:00.000,OSMO,Other Tokens,8.577502945
2024-08-16 00:00:00.000,FLOW,Other Tokens,-4.16982974
2024-08-16 00:00:00.000,ETH,Other Tokens,-1.5627989
2024-08-16 00:00:00.000,ARB,Other Tokens,-31.897758542
2024-08-16 00:00:00.000,ATOM,Other Tokens,-29.702012384
2024-08-16 00:00:00.000,FLOW,Other Tokens,7.2585786
2024-08-16 00:00:00.000,FLOW,Other Tokens,-13.963479401
2024-08-16 00:00:00.000,APT,APT,-9.749200885
2024-08-16 00:00:00.000,ETH,Other Tokens,4.274007985
2024-08-16 00:00:00.000,MATIC,Other Tokens,-20.126671686
2024-08-16 00:00:00.000,BNB,Other Tokens,-10.133663198
2024-08-16 00:00:00.000,ETH,Other Tokens,-21.139267306
2024-08-16 00:00:00.000,ARB,Other Tokens,-14.348192761
2024-08-16 00:00:00.000,OSMO,Other Tokens,-8.89054255
2024-08-16 00:00:00.000,NEAR,Other Tokens,-1.863662718
2024-08-16 00:00:00.000,MATIC,Other Tokens,-1.436666444
2024-08-16 00:00:00.000,BNB,Other Tokens,-10.999806794
2024-08-16 00:00:00.000,OP,Other Tokens,-26.236663434
2024-08-16 00:00:00.000,ATOM,Other Tokens,-29.024485543
2024-08-16 00:00:00.000,NEAR,Other Tokens,-0.5372733378
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,OP,Other Tokens,-6.51505839
2024-08-16 00:00:00.000,OSMO,Other Tokens,-4.105312714
2024-08-16 00:00:00.000,SOL,Other Tokens,-16.874837749
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-31.103967827
2024-08-16 00:00:00.000,ARB,Other Tokens,-26.082594433
2024-08-16 00:00:00.000,OSMO,Other Tokens,1.567905883
2024-08-16 00:00:00.000,MATIC,Other Tokens,0
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-37.03996066
2024-08-16 00:00:00.000,ARB,Other Tokens,-6.256980488
2024-08-16 00:00:00.000,OSMO,Other Tokens,-26.225128185
2024-08-16 00:00:00.000,SOL,Other Tokens,-23.333815205
2024-08-16 00:00:00.000,SOL,Other Tokens,-5.156635529
2024-08-16 00:00:00.000,APT,APT,2.578075875
2024-08-16 00:00:00.000,SEI,Other Tokens,-30.653266332
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-26.772625337
2024-08-16 00:00:00.000,OP,Other Tokens,1.751831203e-14
2024-08-16 00:00:00.000,OP,Other Tokens,-9.625668449
2024-08-16 00:00:00.000,OP,Other Tokens,7.979554167
2024-08-16 00:00:00.000,SEI,Other Tokens,21.052631579
2024-08-16 00:00:00.000,ARB,Other Tokens,5.989137993
2024-08-16 00:00:00.000,ARB,Other Tokens,11.39309121
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,BNB,Other Tokens,1.848210871
2024-08-16 00:00:00.000,OSMO,Other Tokens,-2.820102839
2024-08-16 00:00:00.000,OSMO,Other Tokens,-21.660919947
2024-08-16 00:00:00.000,FLOW,Other Tokens,-17.379154216
2024-08-16 00:00:00.000,SOL,Other Tokens,-21.789273576
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,SEI,Other Tokens,16.949152542
2024-08-16 00:00:00.000,APT,APT,4.811536265
2024-08-16 00:00:00.000,MATIC,Other Tokens,-22.240023026
2024-08-16 00:00:00.000,FLOW,Other Tokens,-14.357700035
2024-08-16 00:00:00.000,APT,APT,18.498789346
2024-08-16 00:00:00.000,OP,Other Tokens,-31.362815884
2024-08-16 00:00:00.000,OSMO,Other Tokens,-0.446963578
2024-08-16 00:00:00.000,FLOW,Other Tokens,-14.008720105
2024-08-16 00:00:00.000,NEAR,Other Tokens,8.082466703
2024-08-16 00:00:00.000,SOL,Other Tokens,-1.361809469
2024-08-16 00:00:00.000,SOL,Other Tokens,-25.185430099
2024-08-16 00:00:00.000,APT,APT,17.804701918
2024-08-16 00:00:00.000,APT,APT,-14.425598881
2024-08-16 00:00:00.000,ETH,Other Tokens,-18.10715591
2024-08-16 00:00:00.000,MATIC,Other Tokens,-24.464861893
2024-08-16 00:00:00.000,ETH,Other Tokens,-3.011294084
2024-08-16 00:00:00.000,OP,Other Tokens,-6.197964847
2024-08-16 00:00:00.000,FLOW,Other Tokens,-22.957074795
2024-08-16 00:00:00.000,FLOW,Other Tokens,-20.987237069
2024-08-16 00:00:00.000,APT,APT,-1.058022778
2024-08-16 00:00:00.000,SEI,Other Tokens,-30.126582278
2024-08-16 00:00:00.000,ARB,Other Tokens,-23.544605026
2024-08-16 00:00:00.000,ARB,Other Tokens,0
2024-08-16 00:00:00.000,FLOW,Other Tokens,-17.915131521
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,APT,APT,0
2024-08-16 00:00:00.000,MATIC,Other Tokens,-13.419331695
2024-08-16 00:00:00.000,NEAR,Other Tokens,-17.233670975
2024-08-16 00:00:00.000,SOL,Other Tokens,-19.823544002
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-22.929603346
2024-08-16 00:00:00.000,OP,Other Tokens,-0.262295082
2024-08-16 00:00:00.000,ATOM,Other Tokens,-22.597826859
2024-08-16 00:00:00.000,OSMO,Other Tokens,-23.194444049
2024-08-16 00:00:00.000,SOL,Other Tokens,-9.71996872
2024-08-16 00:00:00.000,NEAR,Other Tokens,-24.109659236
2024-08-16 00:00:00.000,BNB,Other Tokens,-11.287628281
2024-08-16 00:00:00.000,MATIC,Other Tokens,-6.019846522
2024-08-16 00:00:00.000,BNB,Other Tokens,-9.973189223
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-25.926433422
2024-08-16 00:00:00.000,ARB,Other Tokens,-28.615679044
2024-08-16 00:00:00.000,ATOM,Other Tokens,-27.49467802
2024-08-16 00:00:00.000,SOL,Other Tokens,-13.822126981
2024-08-16 00:00:00.000,APT,APT,-17.461209804
2024-08-16 00:00:00.000,SEI,Other Tokens,-13.20754717
2024-08-16 00:00:00.000,APT,APT,11.244127898
2024-08-16 00:00:00.000,MATIC,Other Tokens,-3.852021304
2024-08-16 00:00:00.000,ATOM,Other Tokens,-10.590648072
2024-08-16 00:00:00.000,ATOM,Other Tokens,-27.033540872
2024-08-16 00:00:00.000,OSMO,Other Tokens,-9.556217024
2024-08-16 00:00:00.000,SOL,Other Tokens,-23.094439661
2024-08-16 00:00:00.000,BNB,Other Tokens,-10.636397667
2024-08-16 00:00:00.000,MATIC,Other Tokens,-9.670964515
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-27.718021096
2024-08-16 00:00:00.000,OP,Other Tokens,-34.51022605
2024-08-16 00:00:00.000,ATOM,Other Tokens,-25.476923077
2024-08-16 00:00:00.000,SEI,Other Tokens,-1.075268817
2024-08-16 00:00:00.000,SEI,Other Tokens,13.580246914
2024-08-16 00:00:00.000,SEI,Other Tokens,-21.590909091
2024-08-16 00:00:00.000,WAVAX,Other Tokens,-18.264594708
2024-08-16 00:00:00.000,ATOM,Other Tokens,-30.308843276
2024-08-16 00:00:00.000,NEAR,Other Tokens,-35.383944154
2024-08-16 00:00:00.000,APT,APT,-17.428716045
2024-08-16 00:00:00.000,ARB,Other Tokens,-5.613318451
